ID,Type,Titre,Résumé,ISBN,Annee,Pages,Langues,Nouveautée,Couverture-bnum,Nom auteur,Prénom Auteur,Particule - auteur,Nom auteur complet
4749,Littérature française,Pensées,,,1670,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4749.webp,PASCAL,Blaise,,Blaise PASCAL
4750,Psychologie,A quoi sert le couple ?,"À quoi sert le couple ? La question ne relève pas de la seule
  provocation. À l'heure où la conjugalité traverse une crise sévère, Willy
  Pasini nous invite à une exploration aussi précise qu'actuelle de notre
  sphère intime. Le livre s'attache, dans un premier temps, à définir son champ
  d'investigation. Qu'est-ce qu'un couple ? Y a-t-il différents styles de
  couple et de quelle nature sont alors les liens qui soudent ses membres ?
  Comment distinguer un couple malade d'un couple sain ? Quels sont les problèmes
  spécifiques au jeune couple ? Et, inversement, quelles crises doivent
  affronter les unions plus anciennes ? Enfin, quels comportements sont à
  proscrire et quels sont ceux qui, dans les cas extrèmes, peuvent sauver des
  liens déjà vacillants ? À partir de quand consulter et qui faut-il aller voir
  ?Le professeur Pasini aborde par ailleurs des questions beaucoup plus aïgues
  : faut-il préférer le concubinage au mariage ? Comment gérer ensemble
  l'argent ? Peut-on résoudre la tension entre ",,1996,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4750.webp,PASINI,Willy,,Willy PASINI
4751,Littérature étrangère,L’odeur de l’Inde,,9782207160268,2020,141,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4751.webp,PASOLINI,Pier Paolo,,Pier Paolo PASOLINI
4752,Littérature étrangère,Théorème,"Une fiche de référence sur Théorème, un chef-d'oeuvre de Pier Paolo
  Pasolini. Un prologue muet, en noir et blanc, alterne des images de désert
  avec une enquête de style télévisuel, sur un patron qui a remis son usine
  entre les mains des ouvriers. L'histoire commence ensuite. Un ouvrage conçu
  par des spécialistes du cinéma pour tout savoir sur Théorème de Pier Paolo
  Pasolini. A PROPOS DES FICHES CINEMA D’UNIVERSALIS Les grands films méritent
  le même traitement que les grands livres. Sur le modèle des fiches de
  lecture, les fiches cinéma d'Encyclopaedia Universalis associent une analyse
  du film et un article de fond sur son auteur : - Pour connaître et comprendre
  l'oeuvre et son contexte, l'apprécier plus finement et pouvoir en parler en
  connaissance de cause. - Pour se faire son propre jugement sous la conduite
  d'un guide à la compétence incontestée. A PROPOS DE L’ENCYCLOPAEDIA
  UNIVERSALIS Reconnue mondialement pour la qualité et la fiabilité
  incomparable de ses publications, Encyclopae",,1988,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4752.webp,PASOLINI,Pier Paolo,,Pier Paolo PASOLINI
4753,Littérature étrangère,Le docteur Jivago,"À l’orée du XXe siècle en Russie, le jeune orphelin Iouri Jivago se
  destine à la médecine. Emporté par la marche de l’Histoire, cet homme
  ordinaire, à l’écoute du monde qui l’entoure, traverse la première moitié du
  siècle et les événements qui modèlent profondément son pays. Au détour d’un
  champ de bataille, Jivago retrouvera Lara. Tous deux mariés et habités par la
  question du bien, ils ne pourront résister à la passion qui les rapproche
  autant qu’elle les sépare, nouant à jamais leurs existences.
    Véritable plongée au cœur du peuple russe, Le docteur Jivago nous offre à
  la fois une formidable histoire d’amour, une ode aux paysages de la Sibérie
  et un roman d’idées irrigué par la vie. Publié en 1957 en italien pour
  échapper à la censure soviétique, il fut traduit en français par quatre
  traducteurs anonymes en 1958.
    Cette nouvelle traduction, soixante-cinq ans plus tard, épouse au plus près
  la langue de Pasternak, faisant résonner les voix de chacun et les échos tant
  historiques qu’in",,2023,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4753.webp,PASTERNAK,Boris,,Boris PASTERNAK
4754,Histoire,Le manuscrit d’Anastase,,,1986,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4754.webp,PASTEUR,Claude,,Claude PASTEUR
4755,Histoire,Le médecin du Pape,Fin du IXe siècle. Ce mystérieux médecin serait-il le fils de la Papesse dont l'auteur s'est fait le romanesque historiographe?,,1985,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4755.webp,PASTEUR,Claude,,Claude PASTEUR
4756,Ethnographie / Biographie,Comptoir des océans – Histoires de marins,"A Puerto Williams, le bar du Micalvi est le rendez-vous de tous les marins... Dans la ville la plus australe du globe, un cargo échoué, le Micalvi, voit passer les voiliers à destination du cap Horn et de l'Antarctique. À bord, les marins viennent se réchauffer, se retrouver et raconter leurs aventures en mer. Tout se passe en une seule nuit, celle de l'équinoxe d'automne. Là, Linda, la barmaid gironde qui voudrait embarquer un jour, Jimmy de Tasmanie, le Chilote, la Solitaire, un jeune Indien qui se souvient de ses ancêtres, revivent leurs rêves et leurs aventures. Là, au comptoir, se racontent des histoires tour à tour extraordinaires poétiques ou terrifiantes !",9782700303414,2009,276,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4756.webp,PASTEUR,Jéromine,,Jéromine PASTEUR
4757,Ethnographie / Biographie,Ashaninkas,"Il était une fois, un clan d'Indiens ashaninkas et une jeune femme
  blanche dont l'amour Pour leur mère la Terre avait lié les destinées...",,1994,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4757.webp,PASTEUR,Jéromine,,Jéromine PASTEUR
4758,Histoire,Les animaux célèbres,"Longtemps délaissé par les historiens, abandonné aux recueils d'anecdotes
  et à la "" petite histoire "", l'animal est aujourd'hui un objet
  d'étude à part entière. Celle-ci se situe même à la pointe de la recherche et
  au carrefour de plusieurs disciplines. En prenant l'exemple de quarante
  animaux célèbres (à un titre ou à un autre), Michel Pastoureau met en valeur
  tout ce que l'étude des rapports entre l'homme et l'animal peut apporter à
  l'histoire sociale, économique, religieuse, culturelle et symbolique. Chaque
  chapitre est consacré à un animal et se compose de deux parties : un exposé
  des faits et des traditions le concernant, et un commentaire historique
  s'efforçant d'en cerner le contexte et les enjeux. Parmi les animaux étudiés,
  certains ont réellement existé (les éléphants d'Hannibal, la bête du
  Gévaudan), d'autres sont empruntés à la Bible (l'arche de Noé, la baleine de
  Jonas) ou à la mythologie (le Minotaure, le cheval de Troie), d'autres encore
  à la littérature (Renart) et aux i",,2008,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4758.webp,PASTOUREAU,Michel,,Michel PASTOUREAU
4759,Policier suspens thriller,Le masque de l'araignée,"A Washington D.C., Alex Cross, un
  détective noir, narrateur du roman, enquête sur deux kidnappings : celui de
  Michael, 7 ans, fils du ministre des Finances, et celui de Maggie-Rose, un
  peu plus grande, fille d'une star et d'un financier célèbre. Mais Cross n'est
  pas un détective comme les autres : il est docteur en psychologie, et sa
  femme a été assassinée par un des tueurs anonymes qui hantent le ghetto.
  Cependant il n'est pas seul. Le FBI et les services secrets ont d'autres
  intérêts. Ce «masque» n'est pas non plus porté par celui qu'on croit. Qui, en
  définitive, le fera tomber ? Roman de suspense, Le Masque de l'araignée est
  aussi un roman psychologique, où les réactions affectives et morales des
  personnages sont remarquablement analysées. Un modèle du genre, intelligent,
  terrifiant, avec ce qu'il faut de faillite humaine et de sentiment pour tenir
  le lecteur jusqu'à la dernière page. Dinah Brand, Lire.",,1993,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4759.webp,PATTERSON,James,,James PATTERSON
4760,Policier suspens thriller,Le premier qui meurt,"Harriet Blue veut innocenter son frère Sam, accusé des meurtres de trois
  étudiantes... Mais, en plein cœur du bush australien, la détective a été
  enlevée par le psychopathe qu'elle traquait. La nouvelle série australienne
  du maître du suspense aux 370 millions de livres vendus dans le monde ! PILE
  : ELLE GAGNE. Pas facile de faire son métier de flic, quand votre frère est
  accusé d'être un serial killer. Et que vous êtes la seule à croire à son
  innocence. Alors que s'ouvre à Sydney le procès de Sam, soupçonné du meurtre
  de trois étudiantes, l'inspectrice Harriet "" Harry "" Blue, sa sœur,
  doit enquêter dans l'outback australien. FACE : ELLE MEURT. Sa mission ?
  Déjouer les plans d'un psychopathe décidé à rayer une bourgade de la carte et
  ses 75 âmes. Pendant ce temps, à Sydney, deux amis et collègues d'Harry
  tentent d'innocenter Sam. Ils auraient besoin d'elle, mais le psychopathe l'a
  prise en otage. Une chance sur deux pour elle de sauver sa peau...",9782809828962,2020,347,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4760.webp,PATTERSON,James,,James PATTERSON
4761,Sciences humaines,L'exclusion - l'état des savoirs,"L'exclusion est aujourd'hui au cœur
  du discours public, sans qu'on sache toujours très bien ce qui se cache
  derrière le terme. Pourtant, la dégradation du marché de l'emploi,
  l'affaiblissement des liens sociaux et les risques de marginalisation de
  populations entières suscitent dans toutes les disciplines des sciences
  sociales des travaux d'une grande richesse, mais souvent difficilement
  accessibles. C'est une synthèse de ces recherches, réunissant les
  contributions des meilleurs spécialistes, que ce livre collectif met à la
  disposition du public. L'ouvrage s'efforce d'abord de clarifier le concept
  d'exclusion à travers les approches complémentaires de l'histoire, de la
  philosophie, de la sociologie, de la psychologie sociale, du droit ou de
  l'économie. Il s'attache ensuite à éclairer trois thématiques essentielles :
  les trajectoires individuelles et collectives des individus et des groupes
  concernés par l'exclusion, la ségrégation spatiale - taudis, banlieues,
  ghettos, cités d'urgence",9782707125408,1996,582,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4761.webp,PAUGAM,Serge,,Serge PAUGAM
4762,Littérature étrangère,Le passé,,9782954901992,2015,197,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4762.webp,PAULS,Alain,,Alain PAULS
4763,Littérature étrangère,La lune et les feux,,,1965,237,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4763.webp,PAVESE,Cesare,,Cesare PAVESE
4764,Littérature étrangère,Le bel été,"""Trois nouvelles : trois lumières, trois douleurs. De la première
  phrase du recueil : "" A cette époque-là c'était toujours fête "",
  aux derniers mots recouvrant d'un calme linceul le corps d'une suicidée,
  l'écriture fouille le plein jour de l'activité humaine jusqu'à y toucher le
  néant et la mort. Un peu comme un œil fasciné passe te repasse sur la
  blessure d'un beau visage. C'est la fêlure d'angoisse qui accompagne une pâle
  amoureuse dans tous les trajets (Le Bel été). Puis c'est l'acharnement
  incertain de trois jeunes gens à suivre autour de la ville les doubles traces
  de viveurs fatigués et de la nature pléthorique (Le Diable sur les collines).
  C'est enfin la fièvre vaine qui fait s'agiter quelques femmes volées à
  elles-mêmes et dissipées en paroles de pure perte (Femmes entre elles). L'art
  de Pavese est de travailler une matière tout en éclats, les éclats douloureux
  de l'unité mythique à jamais perdue. Mais ce deuil est en suspension dans une
  lumière rendre. Mais cette poussière d'i",,1965,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4764.webp,PAVESE,Cesare,,Cesare PAVESE
4765,Littérature étrangère,Le dictionnaire Khazar,,,2002,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4765.webp,PAVIC,Milorad,,Milorad PAVIC
4766,Policier suspens thriller,Le Poulpe : Un trou dans la zone,"« Meurtre, sept lettres avec deux “r” rugueux comme un roulement de
  tambour de deuil. La ville entière se préparait à faire la fête, et à deux
  pas de là on tuait un homme. » Dans les rues écrasées de chaleur, au pied des
  montagnes qui vibrent sur un fond de ciel pur, la ville est en fête. Mais au
  milieu des rires et des pétards, le Furet surprend d’étranges silhouettes qui
  longent le canal. La découverte d’un corps, flottant entre deux eaux, signe
  alors la menace qui plane sur Vizille. Le Furet va foncer sans retenue dans
  l’enquête. Au risque de s’y perdre.",9782402178389,1998,82,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4766.webp,PAVLOFF,Franck,,Franck PAVLOFF
4767,Littérature française,Matin brun,,,2003,155,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4767.webp,PAVLOFF,Frank,,Frank PAVLOFF
4768,Histoire,L'armée de Vichy,"22 juin 1940 : l'armistice de Rethondes sanctionne la défaite écrasante
  de la France face à l'Allemagne hitlérienne. Mais l'armée française subsiste
  sous une forme provisoire et limitée : l'Armée de l'armistice. Pièce
  maîtresse du régime de Vichy, elle se veut l'incarnation des valeurs
  autoritaires et patriotiques de la Révolution nationale et se voue à la
  création d'une "" France nouvelle "", à travers l'encadrement et la
  formation de la jeunesse. La majorité des officiers adhère aux objectifs de
  l'État français tandis qu'une minorité, tout en restant généralement fidèle à
  Pétain, prépare des moyens clandestins de mobilisation, puis rejoint la
  Résistance. L'historien américain Robert O. Paxton s'attache à restituer les
  motivations complexes des officiers français entre 1940 et 1944 et les
  conséquences, souvent dramatiques, de leurs actes. Complément essentiel de La
  France de Vichy (du même Paxton), cet essai est d'une lecture cruciale pour
  qui veut comprendre les années d'occupation et ",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4768.webp,PAXTON,O. Robert,,O. Robert PAXTON
4769,Histoire,La France de Vichy 1940-1944,,,1973,396,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4769.webp,PAXTON,O. Robert,,O. Robert PAXTON
4770,Littérature étrangère,Le labyrinthe de la solitudesuivi deCritique de la pyramide,,,1972,254,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4770.webp,PAZ,Octavio,,Octavio PAZ
4771,Poésie,Liberté sur parole,,,1990,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4771.webp,PAZ,Octavio,,Octavio PAZ
4772,Policier suspens thriller,1974,"Le 26 janvier 1948, un homme se présente dans une succursale de la Banque
  impériale à Tokyo. Il dit être un médecin envoyé par le ministère de la Santé
  pour vacciner le personnel à cause de cas de dysenterie. Il fait boire le
  contenu de deux flacons aux employés qui commencent à se tordre de douleur.
  La plupart d’entre eux périront.Un écrivain décide de faire un livre à partir
  de cette terrible affaire. Pour cela, il « convoque » les voix de douze
  personnages liés au drame ; à travers des carnets, lettres, articles,
  souvenirs et autres documents, il tente d’atteindre la vérité. Une quête
  vertigineuse et hypnotique dans laquelle nous entraine David Peace, et nous
  fait entrevoir les dessous effroyables du massacre de la Banque impériale.",,2003,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4772.webp,PEACE,David,,David PEACE
4773,Policier suspens thriller,1977,,,2005,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4773.webp,PEACE,David,,David PEACE
4774,Policier suspens thriller,1980,"Le 26 janvier 1948, un homme se
  présente dans une succursale de la Banque impériale à Tokyo. Il dit être un
  médecin envoyé par le ministère de la Santé pour vacciner le personnel à
  cause de cas de dysenterie. Il fait boire le contenu de deux flacons aux employés
  qui commencent à se tordre de douleur. La plupart d’entre eux périront.Un
  écrivain décide de faire un livre à partir de cette terrible affaire. Pour
  cela, il « convoque » les voix de douze personnages liés au drame ; à travers
  des carnets, lettres, articles, souvenirs et autres documents, il tente
  d’atteindre la vérité. Une quête vertigineuse et hypnotique dans laquelle
  nous entraine David Peace, et nous fait entrevoir les dessous effroyables du
  massacre de la Banque impériale.",,2008,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4774.webp,PEACE,David,,David PEACE
4775,Littérature étrangère,L'ombre d'Edgar Poe,"Baltimore, automne 1849. L'avocat
  Quentin Hobson Clark est le témoin fortuit des funérailles d'Edgar Poe : un
  étrange enterrement auquel seulement quatre personnes assistent. Troublé, le
  jeune homme entend élucider le mystère qui entoure la mort de cet écrivain
  qu'il admire entre tous, et laver ainsi l'honneur souillé de celui que la
  presse présente connue un dévoyé. Ses recherches n'aboutissant pas, Clark
  décide de partir en France pour y retrouver l'homme ayant servi de modèle au
  chevalier Auguste Dupin, héros d'Edgar Poe habile à démêler les intrigues les
  plus inextricables. A Paris, il fait la connaissance de deux hommes pouvant
  revendiquer la paternité du personnage: le baron Claude Dupin et le détective
  Auguste Duponte. Mais lequel est le véritable Dupin Lequel va pouvoir aider
  Clark dans son enquête sur la disparition de l'auteur ?",,2009,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4775.webp,PEARL,Matthew,,Matthew PEARL
4776,Littérature étrangère,Le secret de la Vierge à l'enfant,"Comédie à l'italienne truculente et satire corrosive des mœurs
  politiques, le nouveau roman de Iain Pears nous entraîne dans un labyrinthe
  d'intrigues où se mêlent humour décalé et érudition. A peine Flavia di
  Stefano a-t-elle pris la succession de son ancien patron, Taddeo Bottando, à
  la direction de la brigade de protection du patrimoine artistique qu'elle se
  voit confier une délicate mission : retrouver au plus vite un tableau prêté
  par le Louvre. Flavia soupçonne Maurizio Sabbatini, un artiste conceptuel.
  Mais, avant même qu'elle ait pu mettre la main sur lui, Sabbatini est
  retrouvé assassiné. Pour la jeune femme, cette affaire est liée à la mort
  tragique de l'épouse de l'artiste, survenue dans les années 1970. Flavia va
  plonger dans les pages les plus noires de l'Italie. Et, tandis qu'elle
  s'avance sur le terrain miné des secrets d'Etat et des scandales politiques,
  elle aurait bien besoin de l'aide de ses fidèles alliés. Mais Bottando est
  aux abonnés absents, et Jonathan, son mari",,2006,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4776.webp,PEARS,Iain,,Iain PEARS
4777,Littérature étrangère,L’affaire Bernini,"Il est des gens, tel Jonathan Argyll, qui cultivent l'art d'être au
  mauvais endroit au mauvais moment... A peine le jeune Anglais a-t-il posé le
  pied sur le sol californien, encore tout étonné d'avoir réussi à vendre une
  toile à, un musée américain, que les catastrophes s'enchaînent : Arthur
  Moresby, le richissime propriétaire dudit musée, est retrouvé assassiné ; sa
  dernière acquisition, une superbe sculpture signée Bernini, disparaît, en
  même temps que le marchand qui l'avait apportée d'Italie. Et tout ça au nez
  et a la barbe de Jonathan, qui aura bien besoin des lumières de son amie
  Flavia, la policière italienne, pour résoudre cette tortueuse affaire où
  rivalités professionnelles, enjeux familiaux et sentimentaux s'entremêlent en
  un cocktail... meurtrier. Après L'Affaire Raphaël et Le Comité Tiziano, Iain
  Pears signe une nouvelle énigme policière où l'on retrouve le brio d'une
  intrigue savamment agencée, l'écriture élégante et l'irrésistible ironie d'un
  auteur qui s'en prend ici à ",,2001,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4777.webp,PEARS,Iain,,Iain PEARS
4778,Littérature étrangère,Le cercle de la croix,,,1999,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4778.webp,PEARS,Iain,,Iain PEARS
4779,Littérature étrangère,Le comité Tiziano,"Venise : ses canaux, ses ruelles, ses musées... et son Comité Tiziano
  chargé par le gouvernement de recenser et d'authentifier les œuvres de
  Titien. La vie serait belle et douce dans ce décor somptueux si l'un des
  membres du Comité n'avait pas été retrouvé assassiné dans les Giardinetti
  Reali, au beau milieu d'un parterre de lys. La séduisante Flavia di Stefano
  se rend à Venise où elle retrouve Jonathan Argyll, négociant en art. Nos deux
  complices vont tenter de percer le mystère du Comité qui s'épaissit à mesure
  que sont perpétrés de nouveaux crimes et que des tableaux de valeur
  disparaissent. Crimes passionnels ? Affaire d'Etat ? Vaste trafic
  international ? Une intrigue inquiétante se joue dans le monde de l'art,
  monde dont Iain Pears, historien de l'art, est plus que familier. Ses
  connaissances précises de la peinture servent admirablement ce roman où
  humour, charme et suspense forment un cocktail détonant.",,2002,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4779.webp,PEARS,Iain,,Iain PEARS
4780,Littérature étrangère,Le songe de Scipion,""" Le pouvoir sans la sagesse n'est que tyrannie, la sagesse sans le
  pouvoir est sans effet. "" Le Songe de Scipion se situe en un lieu
  unique, la Provence, à trois époques cruciales de la civilisation occidentale
  : l'effondrement de l'Empire romain au Ve siècle, les années de la Grande
  Peste au XIVe siècle et l'apogée du nazisme au XXe siècle. Manlius Hippomanes
  est un aristocrate obsédé par la préservation de l'Empire ; Olivier de Noyen,
  un poète au service d'un puissant cardinal qui complote pour restaurer la
  papauté à Rome ; Julien Barneuve, un intellectuel tenaillé par le doute et
  qui finira par rallier le gouvernement de Vichy. Chacun d'eux nourrit une
  passion pour une femme d'exception dont l'existence se verra menacée. Un
  manuscrit ancien - œuvre de Manlius inspirée du fameux Songe de Scipion -,
  disparu puis ressurgi, partiellement transmis au fil du temps, sera
  réinterprété par Olivier et redécouvert par Julien. Autour de ce texte
  antique mais aussi autour de l'amitié et de la f",,2002,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4780.webp,PEARS,Iain,,Iain PEARS
4781,Policier suspens thriller,Belleville-Barcelone,"Paris, 1938. Dans les locaux de
  l'agence Bohman, un détective s'ennuie. Il ne sait pas encore que le monde
  bascule, mais les événements vont faire de lui un gibier de premier choix. Le
  Front populaire vit ses derniers jours. En Europe le péril monte. L'embrasement
  général s'annonce. On chante Tout va très bien, Madame la Marquise tandis que
  la Cagoule multiplie les attentats. La République chancelle. Une fille de
  bonne famille a disparu avec son soupirant. Ils ont fait leur nid sur une
  poudrière. Leur chemin sera celui de la guerre. Il mène vers l'Espagne...",,2003,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4781.webp,PECHEROT,Patrick,,Patrick PECHEROT
4782,Policier suspens thriller,Les brouillards de la butte,"Dans le Paris de 1926, il est
  difficile de survivre sans un sou en poche. L'armistice de 1918 n'est pas
  loin, et les traces de la guerre sont encore présentes. Venu de Montpellier
  tenter sa chance à la capitale, Pipette en fait l'amère expérience. Laveur de
  bouteilles, collaborateur d'un journal à scandales, il multiplie les petits
  boulots. Le soir, il déclame des poèmes à Montmartre, il y croise la Goulue,
  André Breton et les surréalistes, les défenseurs de Sacco et Vanzetti... La
  nuit venue, en compagnie d'une bande d'illégalistes, il cambriole les riches
  pour arrondir les fins de mois. Un coup, c'est un peu d'argent, un autre
  quelques lingots. Mais quand un coffre-fort s'ouvre sur une macabre
  découverte c'est une bien sombre histoire qui commence. Les brouillards de la
  Butte, avec son évocation du Paris populaire de l'entre-deux-guerres, a reçu
  le Grand Prix de littérature policière 2002.",,2001,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4782.webp,PECHEROT,Patrick,,Patrick PECHEROT
4783,Policier suspens thriller,Tiuraï,,,1996,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4783.webp,PECHEROT,Patrick,,Patrick PECHEROT
4784,Biographie,Souvenirs,,,1947,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4784.webp,PEGUY,Charles,,Charles PEGUY
4785,Spiritualité,Pensées,"Mes pensées de Charles Péguy sont un
  condensé de ses réflexions. Grâce à des extraits judicieusement choisis parmi
  ses nombreuses oeuvres et publications par son fils Pierre, nous disposons
  ici d'un ouvrage de référence.",,1934,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4785.webp,PEGUY,Charles,,Charles PEGUY
4786,Littérature française,La petite Chartreuse,,,2002,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4786.webp,PEJU,Pierre,,Pierre PEJU
4787,Littérature française,Le rire de l'ogre,,,2005,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4787.webp,PEJU,Pierre,,Pierre PEJU
4788,Littérature française,Venise attendra,"L'amour exclut, l'amour est exclusif : Léa et Xavier sont greffés l'un à
  l'autre. Aimantés un soir, ils ne se quittent plus une minute. Le passé les
  encombre, la vie les bouscule. Tout s'écroule autour d'eux, qui n'ont rien,
  ne font rien, ne sont rien, l'un sans l'autre. Ils sont dans la déchirure de
  l'amour et le chantier de la renaissance. Même espèce animale, même nature
  éruptive, deux coeurs siamois. Ils savent aimer mais ne savent pas vivre.
  Romantiques ? Elle dit : ""On était là, triste ou gai, sachant le
  désenchantement, et débarque un autre, dont on reconnaît la détresse. La
  chose est si joyeuse, on en est déséquilibré."" Il dit : ""L'aimer
  follement ne veut rien dire, cet amour fou, qui me fait marcher jusque chez
  elle la nuit, sous la pluie froide, pieds nus, ma folie d'amour est un
  bonheur sage."" L'amour unique s'écrit à deux : Léa et Xavier racontent à
  chaud et à crans, alternativement, la même histoire, mais l'amour n'est
  jamais la même histoire. On passe du Requiem à L'Hymne",9782246794691,2000,271,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4788.webp,PEJU Sylvie / PRUDON Hervé,,,PEJU Sylvie / PRUDON Hervé
4789,Policier suspens thriller,King Suckerman,,,1997,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4789.webp,PELECANOS,George,,George PELECANOS
4790,Policier suspens thriller,Le chien qui vendait des chaussures,"Quand Constantin rencontre Polk sur la route, il accepte tout de suite de
  faire un bout de route avec lui, et même un détour qui l'amènera, un Colt 45
  à la main, de l'amour de Délia au braquage de deux liquor stores. Il est
  comme ça Constantin, infiniment disponible et infiniment dangereux.",,1997,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4790.webp,PELECANOS,George,,George PELECANOS
4791,Policier suspens thriller,Anacostia River Blues,"Après s'être copieusement saoulé la
  gueule, Nicolas Stefanos, détective privé à Washington, s'endort dans un parc
  au bord de l'Anacostia River, affluent du Potomac coulant à l'est de
  Washington. C'est là que, dissimulé derrière une haie, il va entendre une
  voiture arriver et un homme lancer une phrase lapidaire : "" Tu as
  toujours été une merde, maintenant essaie de crever comme un homme "",
  suivie d'un cri et d'un "" plouf "" sourd. Voilà comment Nicolas
  Stefanos commence à enquêter sur le meurtre de Calvin Jeter, abattu d'une
  balle dans la tête et abandonné dans l'eau boueuse de l'Anacostia. Un garçon
  de dix-sept ans qui a quitté l'école à seize. En apparence, un règlement de
  compte entre dealers. Seulement, Calvin Jeter est "" clean "" et les
  tueurs à gages n'utilisent pas le silencieux... L'Anacostia verra passer
  d'autres cadavres avant qu'il ne découvre la vérité.",9782913636040,1999,291,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4791.webp,PELECANOS,George,,George PELECANOS
